restaurant_id,product_family_id,month,day_of_week,is_weekend,week_of_year,price_scaled,units_sold,qsp_score,operational_anomaly,units_lag_30,qsp_lag_30,units_lag_60,qsp_lag_60,units_rolling_mean_30,qsp_rolling_mean_30,units_rolling_mean_60,qsp_rolling_mean_60,anomaly_count_60d,region_Paris,region_Lyon,region_Marseille,region_Toulouse,region_Lille,region_Bordeaux,region_Nantes,region_Strasbourg,region_Rennes,region_Nice,cat_Poulet,cat_Sandwich,cat_Autre,cat_Boisson,cat_Dessert,gap_percentage
4,1,1,4,0,3,0.999722183631255,57,0.76,0,66.0,0.83,75.0,0.87,51.96666666666667,0.8433333333333334,49.016666666666666,0.8498333333333333,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2.9504131944444367
4,2,1,4,0,3,-0.999722183631255,35,0.89,0,77.0,0.81,68.0,0.75,52.266666666666666,0.8453333333333333,48.983333333333334,0.847,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.6904131944444567
4,4,1,4,0,3,-0.999722183631255,74,0.94,0,48.0,0.85,62.0,0.92,51.8,0.843,49.266666666666666,0.8488333333333333,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.1704131944444547
4,7,1,5,1,3,0.999722183631255,74,0.8,0,64.0,0.77,28.0,0.91,52.833333333333336,0.8393333333333334,49.61666666666667,0.8496666666666666,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.1804131944444483
4,3,1,5,1,3,0.999722183631255,22,0.95,0,42.0,0.76,36.0,0.77,53.03333333333333,0.8390000000000001,49.5,0.8493333333333334,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.9904131944444465
4,8,1,5,1,3,-0.999722183631255,33,0.89,0,52.0,0.79,58.0,0.86,52.833333333333336,0.8366666666666667,50.016666666666666,0.8508333333333334,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.390413194444443
4,1,1,5,1,3,0.999722183631255,60,0.79,0,67.0,0.93,72.0,0.95,52.666666666666664,0.836,50.85,0.8511666666666666,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2.6204131944444367
4,2,1,5,1,3,-0.999722183631255,66,0.83,0,69.0,0.9,70.0,0.87,52.63333333333333,0.8370000000000001,51.56666666666667,0.8528333333333333,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.6704131944444576
4,4,1,5,1,3,-0.999722183631255,42,0.83,0,23.0,0.84,26.0,0.94,52.53333333333333,0.8336666666666667,51.45,0.854,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.400413194444436
4,7,1,6,1,3,0.999722183631255,51,0.89,0,68.0,0.82,38.0,0.81,55.6,0.8316666666666668,50.016666666666666,0.8516666666666667,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.4104131944444545
4,3,1,6,1,3,0.999722183631255,37,0.87,0,53.0,0.9,24.0,0.85,56.56666666666667,0.8333333333333334,49.1,0.8520000000000001,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.6804131944444576
4,8,1,6,1,3,-0.999722183631255,64,0.8,0,44.0,0.87,50.0,0.9,56.36666666666667,0.8323333333333334,48.85,0.8524999999999999,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.4504131944444394
4,1,1,6,1,3,0.999722183631255,23,0.82,0,77.0,0.91,66.0,0.79,56.733333333333334,0.8363333333333334,49.06666666666667,0.8526666666666667,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2.7204131944444434
4,2,1,6,1,3,-0.999722183631255,58,0.75,0,58.0,0.89,31.0,0.78,57.63333333333333,0.8400000000000001,48.28333333333333,0.8518333333333333,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.7304131944444423
4,4,1,6,1,3,-0.999722183631255,35,0.93,0,31.0,0.91,78.0,0.83,56.06666666666667,0.8426666666666667,48.36666666666667,0.8511666666666666,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.6304131944444418
4,7,1,0,0,4,0.999722183631255,46,0.82,0,53.0,0.84,26.0,0.82,56.1,0.8416666666666667,49.0,0.8506666666666667,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.7504131944444725
4,3,1,0,0,4,0.999722183631255,31,0.91,0,43.0,0.77,35.0,0.86,56.36666666666667,0.8386666666666667,48.266666666666666,0.8523333333333334,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.870413194444465
4,8,1,0,0,4,-0.999722183631255,72,0.84,0,56.0,0.86,32.0,0.94,57.166666666666664,0.8360000000000001,47.8,0.8543333333333334,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.480413194444468
4,1,1,0,0,4,0.999722183631255,72,0.77,0,76.0,0.94,72.0,0.9,57.3,0.8373333333333333,47.81666666666667,0.8556666666666667,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.140413194444457
4,2,1,0,0,4,-0.999722183631255,26,0.93,0,75.0,0.78,76.0,0.76,57.266666666666666,0.838,48.13333333333333,0.854,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.7304131944444423
4,4,1,0,0,4,-0.999722183631255,56,0.93,0,79.0,0.82,76.0,0.94,57.36666666666667,0.834,48.25,0.8544999999999999,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.280413194444455
4,7,1,1,0,4,0.999722183631255,38,0.78,0,27.0,0.94,31.0,0.79,57.833333333333336,0.85,48.9,0.8536666666666667,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.370413194444444
4,3,1,1,0,4,0.999722183631255,59,0.8,0,57.0,0.76,66.0,0.83,57.53333333333333,0.8476666666666667,49.483333333333334,0.853,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.180413194444436
4,8,1,1,0,4,-0.999722183631255,64,0.87,0,35.0,0.89,77.0,0.81,56.13333333333333,0.8503333333333333,50.13333333333333,0.8526666666666667,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.5104131944444488
4,1,1,1,0,4,0.999722183631255,51,0.92,0,74.0,0.94,48.0,0.85,57.0,0.8533333333333334,49.8,0.8525000000000001,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2.9304131944444376
4,2,1,1,0,4,-0.999722183631255,50,0.78,0,53.0,0.79,38.0,0.87,57.5,0.8506666666666667,49.483333333333334,0.8543333333333333,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.7804131944444457
4,4,1,1,0,4,-0.999722183631255,71,0.87,0,41.0,0.78,76.0,0.88,56.333333333333336,0.8473333333333334,49.666666666666664,0.8543333333333334,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.420413194444447
4,7,1,2,0,4,0.999722183631255,65,0.93,0,33.0,0.89,52.0,0.79,55.36666666666667,0.8580000000000001,50.483333333333334,0.8503333333333334,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.920413194444438
4,3,1,2,0,4,0.999722183631255,52,0.89,0,60.0,0.79,67.0,0.93,55.13333333333333,0.8533333333333334,50.766666666666666,0.8516666666666667,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.7204131944444554
4,8,1,2,0,4,-0.999722183631255,37,0.76,0,66.0,0.83,69.0,0.9,55.03333333333333,0.8509999999999999,50.7,0.8513333333333334,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.5104131944444603
4,1,1,2,0,4,0.999722183631255,52,0.89,0,42.0,0.83,23.0,0.84,55.666666666666664,0.8506666666666667,50.18333333333333,0.8514999999999999,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.240413194444427
4,2,1,2,0,4,-0.999722183631255,55,0.93,0,64.0,0.86,77.0,0.82,55.233333333333334,0.8520000000000001,50.266666666666666,0.8523333333333334,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.7104131944444556
4,4,1,2,0,4,-0.999722183631255,53,0.76,0,35.0,0.95,49.0,0.79,54.766666666666666,0.8573333333333333,50.7,0.8524999999999999,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.0104131944444514
4,7,1,3,0,4,0.999722183631255,21,0.93,0,64.0,0.8,44.0,0.87,54.333333333333336,0.8563333333333333,51.35,0.8515,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.290413194444449
4,3,1,3,0,4,0.999722183631255,63,0.9,0,23.0,0.82,77.0,0.91,52.53333333333333,0.8533333333333333,52.25,0.8538333333333333,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.550413194444434
4,8,1,3,0,4,-0.999722183631255,22,0.84,0,58.0,0.75,58.0,0.89,52.53333333333333,0.8486666666666666,52.2,0.8539999999999999,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.0104131944444337
4,1,1,3,0,4,0.999722183631255,54,0.95,0,35.0,0.93,31.0,0.91,52.666666666666664,0.8493333333333333,52.05,0.8541666666666666,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.350413194444439
4,2,1,3,0,4,-0.999722183631255,73,0.87,0,26.0,0.78,49.0,0.81,51.9,0.8483333333333333,52.1,0.8528333333333332,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.3904131944444305
4,4,1,3,0,4,-0.999722183631255,35,0.76,0,29.0,0.91,53.0,0.76,51.1,0.8533333333333334,52.516666666666666,0.8511666666666666,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.6404131944444478
4,7,1,4,0,4,0.999722183631255,21,0.75,0,72.0,0.84,56.0,0.86,51.0,0.8566666666666667,52.96666666666667,0.8478333333333334,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.4004131944444365
4,3,1,4,0,4,0.999722183631255,45,0.87,0,72.0,0.77,76.0,0.94,50.86666666666667,0.8510000000000001,53.71666666666667,0.8493333333333334,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.3904131944444305
4,8,1,4,0,4,-0.999722183631255,59,0.9,0,26.0,0.93,75.0,0.78,49.233333333333334,0.856,54.18333333333333,0.8473333333333334,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.3304131944444464
4,1,1,4,0,4,0.999722183631255,34,0.93,0,56.0,0.93,79.0,0.82,48.46666666666667,0.8596666666666667,55.05,0.8458333333333333,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.300413194444448
4,2,1,4,0,4,-0.999722183631255,29,0.89,0,50.0,0.91,78.0,0.92,47.53333333333333,0.8593333333333333,55.233333333333334,0.8456666666666667,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.250413194444438
4,4,1,4,0,4,-0.999722183631255,65,0.81,0,73.0,0.93,67.0,0.92,47.733333333333334,0.8596666666666667,55.03333333333333,0.8461666666666667,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.1704131944444427
4,7,1,5,1,4,0.999722183631255,21,0.94,0,64.0,0.87,35.0,0.89,49.13333333333333,0.8550000000000001,54.2,0.8478333333333333,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.8104131944444384
4,3,1,5,1,4,0.999722183631255,73,0.78,0,51.0,0.92,74.0,0.94,48.36666666666667,0.8543333333333333,54.4,0.8481666666666666,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.6804131944444576
4,8,1,5,1,4,-0.999722183631255,39,0.91,0,50.0,0.78,53.0,0.79,48.266666666666666,0.854,54.31666666666667,0.8461666666666666,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.160413194444444
4,1,1,5,1,4,0.999722183631255,21,0.84,0,71.0,0.87,41.0,0.78,49.266666666666666,0.857,53.983333333333334,0.8456666666666666,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2.520413194444454
4,2,1,5,1,4,-0.999722183631255,36,0.79,0,28.0,0.87,74.0,0.8,47.733333333333334,0.8593333333333334,54.75,0.8438333333333333,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.290413194444448
4,4,1,5,1,4,-0.999722183631255,73,0.86,0,53.0,0.78,22.0,0.95,48.766666666666666,0.8536666666666667,54.516666666666666,0.8468333333333332,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.770413194444422
4,7,1,6,1,4,0.999722183631255,39,0.88,0,37.0,0.76,66.0,0.83,48.6,0.856,53.833333333333336,0.844,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.930413194444444
4,3,1,6,1,4,0.999722183631255,77,0.87,0,52.0,0.89,42.0,0.83,48.93333333333333,0.858,54.1,0.8421666666666667,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.080413194444453
4,8,1,6,1,4,-0.999722183631255,26,0.78,0,55.0,0.93,64.0,0.86,48.63333333333333,0.8603333333333333,54.7,0.8438333333333333,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.420413194444435
4,1,1,6,1,4,0.999722183631255,57,0.83,0,53.0,0.76,35.0,0.95,49.233333333333334,0.854,54.68333333333333,0.8443333333333334,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2.7604131944444408
4,2,1,6,1,4,-0.999722183631255,72,0.92,0,75.0,0.87,51.0,0.89,50.03333333333333,0.8533333333333334,54.9,0.8456666666666666,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.420413194444435
4,4,1,6,1,4,-0.999722183631255,50,0.86,0,68.0,0.84,37.0,0.87,51.06666666666667,0.8523333333333334,55.11666666666667,0.846,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.610413194444442
4,7,1,0,0,5,0.999722183631255,67,0.88,0,22.0,0.84,58.0,0.75,49.766666666666666,0.8623333333333334,55.083333333333336,0.8443333333333333,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.9804131944444352
4,3,1,0,0,5,0.999722183631255,54,0.8,0,54.0,0.95,35.0,0.93,50.4,0.863,54.36666666666667,0.846,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.980413194444453
4,8,1,0,0,5,-0.999722183631255,70,0.91,0,73.0,0.87,26.0,0.78,51.96666666666667,0.866,53.86666666666667,0.8456666666666667,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.3304131944444584
4,1,1,0,0,5,0.999722183631255,38,0.92,0,35.0,0.76,29.0,0.91,52.166666666666664,0.8610000000000001,53.15,0.8471666666666667,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2.610413194444443
4,2,1,0,0,5,-0.999722183631255,23,0.88,0,20.0,0.76,46.0,0.82,51.3,0.859,53.483333333333334,0.8471666666666666,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.4204131944444347
4,4,1,0,0,5,-0.999722183631255,74,0.77,0,37.0,0.83,31.0,0.91,51.5,0.8563333333333334,53.416666666666664,0.8480000000000001,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.3304131944444584
4,7,1,1,0,5,0.999722183631255,59,0.78,0,59.0,0.9,26.0,0.93,50.0,0.8556666666666667,53.25,0.847,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.6604131944444465
4,3,1,1,0,5,0.999722183631255,33,0.9,0,34.0,0.93,56.0,0.93,49.266666666666666,0.8556666666666667,52.916666666666664,0.8468333333333333,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.1604131944444616
4,8,1,1,0,5,-0.999722183631255,72,0.87,0,29.0,0.89,50.0,0.91,48.56666666666667,0.8550000000000001,52.8,0.8495000000000001,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.2304131944444148
4,1,1,1,0,5,0.999722183631255,28,0.87,0,65.0,0.81,73.0,0.93,48.3,0.8510000000000001,52.85,0.8523333333333334,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2.810413194444432
4,2,1,1,0,5,-0.999722183631255,20,0.83,0,26.0,0.9,38.0,0.78,47.9,0.8550000000000001,52.96666666666667,0.8521666666666667,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.7304131944444423
4,4,1,1,0,5,-0.999722183631255,25,0.85,0,68.0,0.93,59.0,0.8,48.2,0.8593333333333334,52.85,0.8516666666666667,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.850413194444429
4,7,1,2,0,5,0.999722183631255,33,0.85,0,39.0,0.91,50.0,0.78,47.13333333333333,0.8613333333333333,52.88333333333333,0.8523333333333334,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.8504131944444608
4,3,1,2,0,5,0.999722183631255,44,0.9,0,21.0,0.84,71.0,0.87,45.46666666666667,0.8603333333333333,52.8,0.8521666666666666,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.6804131944444696
4,8,1,2,0,5,-0.999722183631255,38,0.88,0,36.0,0.79,28.0,0.87,45.733333333333334,0.8576666666666667,52.2,0.8538333333333334,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.920413194444432
4,1,1,2,0,5,0.999722183631255,71,0.81,0,73.0,0.86,53.0,0.78,46.4,0.8603333333333333,52.38333333333333,0.8541666666666666,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2.9904131944444345
4,2,1,2,0,5,-0.999722183631255,32,0.93,0,55.0,0.77,65.0,0.93,46.06666666666667,0.855,52.6,0.8565,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.8504131944444235
4,4,1,2,0,5,-0.999722183631255,27,0.83,0,74.0,0.84,52.0,0.89,46.8,0.8533333333333334,52.35,0.8558333333333332,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.960413194444436
4,7,2,3,0,5,0.999722183631255,67,0.84,0,26.0,0.78,55.0,0.93,46.733333333333334,0.8516666666666667,51.93333333333333,0.8561666666666667,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.720413194444456
4,3,2,3,0,5,0.999722183631255,53,0.94,0,57.0,0.83,53.0,0.76,46.86666666666667,0.854,52.0,0.8556666666666667,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.9604131944444543
4,8,2,3,0,5,-0.999722183631255,55,0.92,0,72.0,0.92,75.0,0.87,46.766666666666666,0.8556666666666666,52.11666666666667,0.8565,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.870413194444465
4,1,2,3,0,5,0.999722183631255,21,0.84,0,50.0,0.86,68.0,0.84,46.166666666666664,0.8563333333333333,52.36666666666667,0.8554999999999999,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.410413194444436
4,2,2,3,0,5,-0.999722183631255,47,0.91,0,73.0,0.88,21.0,0.93,47.9,0.8546666666666667,51.983333333333334,0.8565,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.060413194444467
4,4,2,3,0,5,-0.999722183631255,59,0.85,0,33.0,0.82,63.0,0.9,46.9,0.8520000000000001,51.75,0.8563333333333334,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.530413194444423
4,7,2,4,0,5,0.999722183631255,56,0.93,0,70.0,0.91,73.0,0.87,48.3,0.8496666666666667,51.93333333333333,0.8571666666666667,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.550413194444446
4,3,2,4,0,5,0.999722183631255,44,0.83,0,38.0,0.92,35.0,0.76,48.4,0.855,51.63333333333333,0.8571666666666666,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.590413194444444
4,8,2,4,0,5,-0.999722183631255,23,0.82,0,23.0,0.88,20.0,0.76,48.5,0.859,51.083333333333336,0.8558333333333333,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.880413194444446
4,1,2,4,0,5,0.999722183631255,32,0.88,0,74.0,0.77,37.0,0.83,49.733333333333334,0.857,50.983333333333334,0.8568333333333332,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.200413194444441
4,2,2,4,0,5,-0.999722183631255,45,0.86,0,77.0,0.94,21.0,0.75,51.6,0.8633333333333333,50.4,0.855,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.9404131944444492
4,4,2,4,0,5,-0.999722183631255,33,0.78,0,42.0,0.95,45.0,0.87,51.5,0.866,49.88333333333333,0.8538333333333334,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.910413194444457
4,7,2,5,1,5,0.999722183631255,70,0.87,0,72.0,0.87,29.0,0.89,52.9,0.8603333333333333,48.05,0.8571666666666666,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.080413194444453
4,3,2,5,1,5,0.999722183631255,53,0.91,0,28.0,0.87,65.0,0.81,51.666666666666664,0.8623333333333334,48.016666666666666,0.8553333333333334,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.0604131944444544
4,8,2,5,1,5,-0.999722183631255,33,0.85,0,20.0,0.83,26.0,0.9,51.46666666666667,0.8599999999999999,48.0,0.8546666666666667,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.1104131944444524
4,1,2,5,1,5,0.999722183631255,27,0.82,0,25.0,0.85,68.0,0.93,50.03333333333333,0.8573333333333333,48.18333333333333,0.8575,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.11041319444444
4,2,2,5,1,5,-0.999722183631255,47,0.91,0,47.0,0.93,21.0,0.94,50.9,0.857,47.95,0.8583333333333333,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.7104131944444434
4,4,2,5,1,5,-0.999722183631255,31,0.84,0,63.0,0.86,73.0,0.78,50.56666666666667,0.8596666666666667,47.93333333333333,0.8556666666666667,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.9504131944444545
4,7,2,6,1,5,0.999722183631255,47,0.78,0,38.0,0.88,36.0,0.79,51.2,0.8626666666666666,46.733333333333334,0.8584999999999999,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.4404131944444463
4,3,2,6,1,5,0.999722183631255,52,0.92,0,71.0,0.81,73.0,0.86,51.13333333333333,0.8610000000000001,47.583333333333336,0.857,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.840413194444424
4,8,2,6,1,5,-0.999722183631255,34,0.79,0,32.0,0.93,55.0,0.77,50.36666666666667,0.8663333333333334,47.95,0.8550000000000001,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.610413194444431
4,1,2,6,1,5,0.999722183631255,57,0.88,0,27.0,0.83,74.0,0.84,48.8,0.8659999999999999,48.18333333333333,0.8558333333333333,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.1004131944444464
4,2,2,6,1,5,-0.999722183631255,63,0.84,0,56.0,0.88,39.0,0.88,49.36666666666667,0.866,47.733333333333334,0.8566666666666667,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.450413194444427
4,4,2,6,1,5,-0.999722183631255,44,0.82,0,78.0,0.86,77.0,0.87,49.4,0.8656666666666666,48.31666666666667,0.8573333333333333,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.650413194444441
4,7,2,0,0,6,0.999722183631255,77,0.8,0,55.0,0.92,72.0,0.92,50.06666666666667,0.8713333333333334,48.4,0.8545,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.56041319444444
4,3,2,0,0,6,0.999722183631255,31,0.82,0,21.0,0.84,50.0,0.86,49.1,0.8706666666666667,48.61666666666667,0.8543333333333333,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.480413194444456
4,8,2,0,0,6,-0.999722183631255,77,0.77,0,47.0,0.91,73.0,0.88,48.233333333333334,0.8716666666666666,48.766666666666666,0.8556666666666667,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.010413194444433
4,1,2,0,0,6,0.999722183631255,47,0.88,0,59.0,0.85,33.0,0.82,49.1,0.8726666666666667,48.93333333333333,0.8556666666666667,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2.980413194444441
4,2,2,0,0,6,-0.999722183631255,55,0.85,0,31.0,0.87,67.0,0.88,47.9,0.8723333333333333,49.083333333333336,0.8578333333333333,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.0604131944444544
4,4,2,0,0,6,-0.999722183631255,63,0.78,0,36.0,0.76,54.0,0.8,47.3,0.871,49.4,0.8556666666666667,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.1304131944444324
4,7,2,1,0,6,0.999722183631255,21,0.85,0,23.0,0.82,23.0,0.88,47.03333333333333,0.8666666666666667,49.9,0.8590000000000001,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.7004131944444567
4,3,2,1,0,6,0.999722183631255,61,0.81,0,32.0,0.88,74.0,0.77,45.63333333333333,0.8703333333333333,50.61666666666667,0.8566666666666667,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.300413194444466
4,8,2,1,0,6,-0.999722183631255,43,0.86,0,45.0,0.86,77.0,0.94,44.56666666666667,0.8676666666666667,50.7,0.8583333333333335,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.460413194444445
4,1,2,1,0,6,0.999722183631255,38,0.89,0,33.0,0.78,42.0,0.95,44.266666666666666,0.862,50.2,0.8613333333333333,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2.9004131944444578
4,2,2,1,0,6,-0.999722183631255,73,0.78,0,65.0,0.89,59.0,0.78,44.46666666666667,0.8656666666666666,50.75,0.8588333333333333,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.2804131944444426
4,4,2,1,0,6,-0.999722183631255,42,0.87,0,28.0,0.81,33.0,0.9,44.3,0.8626666666666668,50.36666666666667,0.8583333333333333,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.890413194444464
4,7,2,2,0,6,0.999722183631255,52,0.9,0,33.0,0.85,20.0,0.83,45.5,0.8646666666666667,49.68333333333333,0.8574999999999999,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.420413194444435
4,3,2,2,0,6,0.999722183631255,23,0.87,0,27.0,0.82,25.0,0.85,45.56666666666667,0.8636666666666667,49.11666666666667,0.8583333333333333,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.0104131944444394
4,8,2,2,0,6,-0.999722183631255,35,0.88,0,47.0,0.91,47.0,0.93,45.56666666666667,0.863,48.833333333333336,0.8593333333333334,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.910413194444451
4,1,2,2,0,6,0.999722183631255,38,0.83,0,31.0,0.84,63.0,0.86,44.5,0.8623333333333334,49.03333333333333,0.8583333333333333,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.230413194444433
4,2,2,2,0,6,-0.999722183631255,28,0.89,0,61.0,0.75,33.0,0.85,45.43333333333333,0.859,48.75,0.8595,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.6004131944444309
4,4,2,2,0,6,-0.999722183631255,64,0.83,0,49.0,0.94,44.0,0.9,45.6,0.8603333333333334,48.3,0.86,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.390413194444455
4,7,2,3,0,6,0.999722183631255,77,0.8,0,34.0,0.79,32.0,0.93,45.333333333333336,0.856,48.21666666666667,0.8606666666666666,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.1204131944444398
