transaction_id,date,restaurant_id,restaurant_name,product_family,theoretical_unit_cost,actual_unit_cost,selling_price,units_sold,revenue,waste_kg,qsp_score,operational_anomaly,calculated_gap_percentage,theoretical_cos,actual_cos,cos_gap,gap_percentage,gap_severity
11258,2024-01-16,8,KFC Strasbourg Grande Île,Sandwichs,2.8,2.8641315694444445,6.16,74,455.84,0.055,0.79,False,2.2904131944444446,0.45454545454545453,0.4649564236111111,0.010410969065656583,2.2904131944444486,MODÉRÉ
11259,2024-01-16,8,KFC Strasbourg Grande Île,Burger Poulet,3.1,3.177822809027778,6.82,24,163.68,0.019,0.82,False,2.5104131944444443,0.4545454545454546,0.46595642361111117,0.011410969065656584,2.5104131944444483,MODÉRÉ
11260,2024-01-16,8,KFC Strasbourg Grande Île,Wraps & Salades,3.5,3.578764461805555,7.7,61,469.7,0.045,0.8,False,2.2504131944444445,0.45454545454545453,0.4647746054292929,0.010229150883838356,2.2504131944444383,MODÉRÉ
11261,2024-01-16,8,KFC Strasbourg Grande Île,Accompagnements,1.5,1.5364561979166664,3.3,68,224.4,0.053,0.77,False,2.4304131944444443,0.45454545454545453,0.46559278724747466,0.01104733270202013,2.4304131944444287,MODÉRÉ
11262,2024-01-16,8,KFC Strasbourg Grande Île,Boissons,0.8,0.8135233055555556,1.76,70,123.2,0.042,0.92,False,1.6904131944444445,0.45454545454545453,0.4622291508838384,0.007683696338383894,1.6904131944444567,FAIBLE
11263,2024-01-16,8,KFC Strasbourg Grande Île,Desserts,2.2,2.242909090277778,4.84,60,290.4,0.04,0.92,False,1.9504131944444443,0.4545454545454546,0.4634109690656567,0.008865514520202122,1.950413194444467,FAIBLE
11264,2024-01-16,8,KFC Strasbourg Grande Île,Petits Déjeuners,2.5,2.5520103298611114,5.5,36,198.0,0.025,0.82,False,2.080413194444444,0.45454545454545453,0.46400187815656574,0.009456423611111209,2.080413194444466,MODÉRÉ
11265,2024-01-16,9,KFC Rennes Centre,Poulet Frit,4.2,4.441937354166667,9.24,49,452.76,0.079,0.84,False,5.760413194444444,0.4545454545454546,0.48072915088383844,0.026183696338383855,5.760413194444448,ÉLEVÉ
11266,2024-01-16,9,KFC Rennes Centre,Sandwichs,2.8,2.9514915694444444,6.16,48,295.68,0.073,0.84,False,5.410413194444445,0.4545454545454545,0.47913824179292924,0.024592787247474768,5.410413194444449,ÉLEVÉ
11267,2024-01-16,9,KFC Rennes Centre,Burger Poulet,3.1,3.2677228090277777,6.82,51,347.82,0.078,0.89,False,5.410413194444445,0.45454545454545453,0.4791382417929293,0.024592787247474768,5.410413194444449,ÉLEVÉ
11268,2024-01-16,9,KFC Rennes Centre,Wraps & Salades,3.5,3.690064461805555,7.7,42,323.4,0.064,0.84,False,5.430413194444444,0.4545454545454546,0.47922915088383833,0.024683696338383743,5.430413194444423,ÉLEVÉ
11269,2024-01-16,9,KFC Rennes Centre,Accompagnements,1.5,1.5936061979166665,3.3,40,132.0,0.069,0.89,False,6.240413194444445,0.45454545454545453,0.4829109690656565,0.028365514520201973,6.240413194444434,ÉLEVÉ
11270,2024-01-16,9,KFC Rennes Centre,Boissons,0.8,0.8426433055555557,1.76,37,65.12,0.056,0.81,False,5.330413194444445,0.45454545454545453,0.47877460542929295,0.024229150883838424,5.3304131944444535,ÉLEVÉ
11271,2024-01-16,9,KFC Rennes Centre,Desserts,2.2,2.319689090277778,4.84,49,237.16,0.075,0.75,False,5.440413194444444,0.4545454545454546,0.479274605429293,0.024729150883838424,5.440413194444453,ÉLEVÉ
11272,2024-01-16,9,KFC Rennes Centre,Petits Déjeuners,2.5,2.621760329861111,5.5,61,335.5,0.085,0.93,False,4.870413194444445,0.45454545454545453,0.4766836963383838,0.02213824179292928,4.870413194444442,MODÉRÉ
11273,2024-01-16,10,KFC Nice Promenade,Poulet Frit,4.2,4.356257354166667,9.24,66,609.84,0.073,0.77,False,3.7204131944444443,0.45454545454545453,0.4714564236111111,0.01691096906565659,3.7204131944444496,MODÉRÉ
11274,2024-01-16,10,KFC Nice Promenade,Sandwichs,2.8,2.8929715694444442,6.16,28,172.48,0.028,0.79,False,3.320413194444444,0.45454545454545453,0.4696382417929293,0.01509278724747476,3.320413194444447,MODÉRÉ
11275,2024-01-16,10,KFC Nice Promenade,Burger Poulet,3.1,3.2119228090277776,6.82,58,395.56,0.063,0.76,False,3.610413194444444,0.4545454545454546,0.47095642361111106,0.016410969065656478,3.610413194444425,MODÉRÉ
11276,2024-01-16,10,KFC Nice Promenade,Wraps & Salades,3.5,3.636164461805556,7.7,38,292.6,0.044,0.82,False,3.8904131944444442,0.45454545454545453,0.47222915088383843,0.017683696338383903,3.8904131944444584,MODÉRÉ
11277,2024-01-16,10,KFC Nice Promenade,Accompagnements,1.5,1.5682561979166667,3.3,43,141.9,0.056,0.87,False,4.550413194444444,0.45454545454545453,0.47522915088383844,0.020683696338383906,4.5504131944444595,MODÉRÉ
11278,2024-01-16,10,KFC Nice Promenade,Boissons,0.8,0.8276833055555555,1.76,66,116.16,0.069,0.9,False,3.4604131944444445,0.4545454545454546,0.4702746054292929,0.015729150883838305,3.4604131944444267,MODÉRÉ
11279,2024-01-16,10,KFC Nice Promenade,Desserts,2.2,2.2895490902777778,4.84,22,106.48,0.026,0.89,False,4.070413194444444,0.4545454545454546,0.47304733270202015,0.018501878156565565,4.070413194444424,MODÉRÉ
11280,2024-01-16,10,KFC Nice Promenade,Petits Déjeuners,2.5,2.592510329861111,5.5,20,110.0,0.022,0.79,False,3.7004131944444447,0.45454545454545453,0.47136551452020203,0.016820059974747503,3.700413194444451,MODÉRÉ
11281,2024-01-17,1,KFC Paris Louvre,Poulet Frit,4.2,4.331477354166667,9.24,32,295.68,0.031,0.92,False,3.1304131944444444,0.45454545454545453,0.46877460542929295,0.014229150883838415,3.1304131944444515,MODÉRÉ
11282,2024-01-17,1,KFC Paris Louvre,Sandwichs,2.8,2.882051569444444,6.16,67,412.72,0.061,0.94,False,2.9304131944444443,0.4545454545454545,0.467865514520202,0.0133200599747475,2.9304131944444505,MODÉRÉ
11283,2024-01-17,1,KFC Paris Louvre,Burger Poulet,3.1,3.199212809027778,6.82,72,491.04,0.07,0.77,False,3.2004131944444443,0.4545454545454546,0.4690927872474747,0.014547332702020133,3.200413194444429,MODÉRÉ
11284,2024-01-17,1,KFC Paris Louvre,Wraps & Salades,3.5,3.606414461805555,7.7,43,331.1,0.04,0.89,False,3.0404131944444446,0.45454545454545453,0.4683655145202019,0.01382005997474739,3.0404131944444255,MODÉRÉ
11285,2024-01-17,1,KFC Paris Louvre,Accompagnements,1.5,1.5481561979166667,3.3,24,79.2,0.023,0.9,False,3.2104131944444445,0.45454545454545453,0.4691382417929293,0.014592787247474759,3.2104131944444467,MODÉRÉ
11286,2024-01-17,1,KFC Paris Louvre,Boissons,0.8,0.8222433055555556,1.76,77,135.52,0.067,0.85,False,2.7804131944444443,0.45454545454545453,0.4671836963383838,0.012638241792929272,2.78041319444444,MODÉRÉ
11287,2024-01-17,1,KFC Paris Louvre,Desserts,2.2,2.262049090277778,4.84,68,329.12,0.06,0.87,False,2.8204131944444444,0.4545454545454546,0.46736551452020203,0.012820059974747444,2.8204131944444373,MODÉRÉ
11288,2024-01-17,1,KFC Paris Louvre,Petits Déjeuners,2.5,2.5765103298611107,5.5,78,429.0,0.073,0.84,False,3.060413194444444,0.45454545454545453,0.468456423611111,0.013910969065656476,3.0604131944444246,MODÉRÉ
11289,2024-01-17,2,KFC Lyon Part-Dieu,Poulet Frit,4.2,4.299137354166667,9.24,72,665.28,0.055,0.79,False,2.3604131944444444,0.45454545454545464,0.46527460542929294,0.010729150883838301,2.3604131944444258,MODÉRÉ
11290,2024-01-17,2,KFC Lyon Part-Dieu,Sandwichs,2.8,2.856291569444444,6.16,35,215.6,0.024,0.75,False,2.0104131944444443,0.45454545454545453,0.46368369633838386,0.009138241792929325,2.0104131944444514,MODÉRÉ
11291,2024-01-17,2,KFC Lyon Part-Dieu,Burger Poulet,3.1,3.1688328090277778,6.82,75,511.5,0.055,0.9,False,2.2204131944444443,0.45454545454545453,0.46463824179292934,0.01009278724747481,2.2204131944444585,MODÉRÉ
11292,2024-01-17,2,KFC Lyon Part-Dieu,Wraps & Salades,3.5,3.5759644618055555,7.7,41,315.7,0.029,0.92,False,2.1704131944444445,0.4545454545454546,0.4644109690656566,0.009865514520202012,2.1704131944444423,MODÉRÉ
11293,2024-01-17,2,KFC Lyon Part-Dieu,Accompagnements,1.5,1.5373561979166668,3.3,70,231.0,0.056,0.81,False,2.4904131944444443,0.45454545454545453,0.4658655145202021,0.011320059974747554,2.490413194444462,MODÉRÉ
11294,2024-01-17,2,KFC Lyon Part-Dieu,Boissons,0.8,0.8130433055555555,1.76,48,84.48,0.028,0.79,False,1.6304131944444444,0.4545454545454546,0.46195642361111106,0.00741096906565647,1.6304131944444231,FAIBLE
11295,2024-01-17,2,KFC Lyon Part-Dieu,Desserts,2.2,2.249509090277778,4.84,64,309.76,0.047,0.85,False,2.2504131944444445,0.4545454545454546,0.46477460542929294,0.010229150883838356,2.250413194444438,MODÉRÉ
11296,2024-01-17,2,KFC Lyon Part-Dieu,Petits Déjeuners,2.5,2.530260329861111,5.5,65,357.5,0.031,0.83,False,1.2104131944444443,0.45454545454545453,0.4600473327020202,0.005501878156565665,1.2104131944444463,FAIBLE
11297,2024-01-17,3,KFC Marseille Vieux Port,Poulet Frit,4.2,4.561217354166667,9.24,70,646.8,0.163,0.81,True,8.600413194444446,0.4545454545454546,0.4936382417929293,0.039092787247474725,8.600413194444439,ÉLEVÉ
11298,2024-01-17,3,KFC Marseille Vieux Port,Sandwichs,2.8,3.0102915694444445,6.16,27,166.32,0.055,0.93,True,7.510413194444445,0.45454545454545453,0.4886836963383839,0.03413824179292935,7.510413194444457,ÉLEVÉ
11299,2024-01-17,3,KFC Marseille Vieux Port,Burger Poulet,3.1,3.3446028090277777,6.82,76,518.32,0.163,0.9,True,7.890413194444444,0.4545454545454545,0.4904109690656565,0.035865514520202035,7.890413194444449,ÉLEVÉ
11300,2024-01-17,3,KFC Marseille Vieux Port,Wraps & Salades,3.5,3.7992644618055555,7.7,71,546.7,0.164,0.88,True,8.550413194444445,0.45454545454545453,0.49341096906565657,0.03886551452020204,8.550413194444449,ÉLEVÉ
11301,2024-01-17,3,KFC Marseille Vieux Port,Accompagnements,1.5,1.6210561979166664,3.3,21,69.3,0.046,0.85,True,8.070413194444445,0.4545454545454546,0.4912291508838384,0.03668369633838381,8.070413194444438,ÉLEVÉ
11302,2024-01-17,3,KFC Marseille Vieux Port,Boissons,0.8,0.8647233055555555,1.76,39,68.64,0.086,0.95,True,8.090413194444444,0.4545454545454546,0.4913200599747475,0.036774605429292895,8.090413194444436,ÉLEVÉ
11303,2024-01-17,3,KFC Marseille Vieux Port,Desserts,2.2,2.375129090277778,4.84,48,232.32,0.104,0.84,True,7.9604131944444445,0.4545454545454546,0.49072915088383845,0.036183696338383864,7.960413194444449,ÉLEVÉ
11304,2024-01-17,3,KFC Marseille Vieux Port,Petits Déjeuners,2.5,2.681760329861111,5.5,33,181.5,0.066,0.82,True,7.270413194444444,0.45454545454545453,0.4875927872474747,0.03304733270202015,7.2704131944444335,ÉLEVÉ
11305,2024-01-17,4,KFC Toulouse Capitole,Poulet Frit,4.2,4.299557354166667,9.24,23,212.52,0.018,0.84,False,2.370413194444444,0.4545454545454546,0.46532005997474746,0.010774605429292872,2.3704131944444313,MODÉRÉ
11306,2024-01-17,4,KFC Toulouse Capitole,Sandwichs,2.8,2.8705715694444445,6.16,77,474.32,0.062,0.82,False,2.5204131944444446,0.45454545454545453,0.4660018781565657,0.011456423611111155,2.520413194444454,MODÉRÉ
11307,2024-01-17,4,KFC Toulouse Capitole,Burger Poulet,3.1,3.190842809027778,6.82,49,334.18,0.044,0.79,False,2.9304131944444443,0.45454545454545453,0.46786551452020203,0.0133200599747475,2.93041319444445,MODÉRÉ
11308,2024-01-17,4,KFC Toulouse Capitole,Wraps & Salades,3.5,3.600114461805555,7.7,68,523.6,0.061,0.82,False,2.8604131944444444,0.45454545454545453,0.4675473327020201,0.01300187815656556,2.860413194444423,MODÉRÉ
11309,2024-01-17,4,KFC Toulouse Capitole,Accompagnements,1.5,1.5469561979166668,3.3,53,174.9,0.051,0.9,False,3.1304131944444444,0.45454545454545453,0.46877460542929295,0.014229150883838415,3.1304131944444515,MODÉRÉ
11310,2024-01-17,4,KFC Toulouse Capitole,Boissons,0.8,0.8172033055555556,1.76,44,77.44,0.031,0.87,False,2.1504131944444445,0.4545454545454546,0.46432005997474757,0.009774605429292982,2.1504131944444556,MODÉRÉ
11311,2024-01-17,4,KFC Toulouse Capitole,Desserts,2.2,2.251269090277778,4.84,77,372.68,0.058,0.91,False,2.330413194444444,0.45454545454545453,0.46513824179292934,0.01059278724747481,2.3304131944444584,MODÉRÉ
11312,2024-01-17,4,KFC Toulouse Capitole,Petits Déjeuners,2.5,2.5612603298611107,5.5,58,319.0,0.046,0.89,False,2.4504131944444443,0.45454545454545453,0.4656836963383838,0.011138241792929271,2.4504131944444394,MODÉRÉ
11313,2024-01-17,5,KFC Lille Centre,Poulet Frit,4.2,4.412537354166666,9.24,54,498.96,0.078,0.88,False,5.060413194444444,0.4545454545454546,0.4775473327020202,0.023001878156565625,5.060413194444437,ÉLEVÉ
11314,2024-01-17,5,KFC Lille Centre,Sandwichs,2.8,2.923771569444444,6.16,48,295.68,0.061,0.83,False,4.4204131944444445,0.4545454545454545,0.4746382417929292,0.020092787247474708,4.4204131944444365,MODÉRÉ
11315,2024-01-17,5,KFC Lille Centre,Burger Poulet,3.1,3.2444728090277777,6.82,47,320.54,0.063,0.83,False,4.660413194444445,0.4545454545454546,0.4757291508838383,0.02118369633838374,4.6604131944444225,MODÉRÉ
11316,2024-01-17,5,KFC Lille Centre,Wraps & Salades,3.5,3.6526144618055554,7.7,35,269.5,0.044,0.9,False,4.360413194444444,0.45454545454545453,0.474365514520202,0.01982005997474745,4.3604131944444395,MODÉRÉ
11317,2024-01-17,5,KFC Lille Centre,Accompagnements,1.5,1.5765061979166668,3.3,45,148.5,0.065,0.93,False,5.100413194444444,0.45454545454545453,0.4777291508838385,0.023183696338383963,5.100413194444472,ÉLEVÉ
11318,2024-01-17,5,KFC Lille Centre,Boissons,0.8,0.8334433055555556,1.76,41,72.16,0.05,0.9,False,4.180413194444444,0.45454545454545464,0.4735473327020202,0.019001878156565566,4.180413194444424,MODÉRÉ
11319,2024-01-17,5,KFC Lille Centre,Desserts,2.2,2.292629090277778,4.84,32,154.88,0.039,0.89,False,4.2104131944444445,0.4545454545454546,0.47368369633838386,0.019138241792929278,4.210413194444441,MODÉRÉ
11320,2024-01-17,5,KFC Lille Centre,Petits Déjeuners,2.5,2.602260329861111,5.5,59,324.5,0.071,0.81,False,4.090413194444444,0.45454545454545453,0.4731382417929293,0.018592787247474762,4.090413194444448,MODÉRÉ
11321,2024-01-17,6,KFC Bordeaux Quinconces,Poulet Frit,4.2,4.348697354166667,9.24,78,720.72,0.083,0.92,False,3.5404131944444446,0.4545454545454546,0.47063824179292935,0.01609278724747476,3.5404131944444472,MODÉRÉ
11322,2024-01-17,6,KFC Bordeaux Quinconces,Sandwichs,2.8,2.9027715694444445,6.16,29,178.64,0.032,0.85,False,3.6704131944444445,0.45454545454545453,0.47122915088383843,0.016683696338383902,3.6704131944444587,MODÉRÉ
11323,2024-01-17,6,KFC Bordeaux Quinconces,Burger Poulet,3.1,3.1989028090277776,6.82,36,245.52,0.035,0.87,False,3.1904131944444445,0.4545454545454546,0.46904733270202015,0.014501878156565562,3.190413194444423,MODÉRÉ
11324,2024-01-17,6,KFC Bordeaux Quinconces,Wraps & Salades,3.5,3.616564461805556,7.7,70,539.0,0.071,0.91,False,3.3304131944444446,0.45454545454545453,0.4696836963383839,0.015138241792929386,3.330413194444465,MODÉRÉ
11325,2024-01-17,6,KFC Bordeaux Quinconces,Accompagnements,1.5,1.5624061979166668,3.3,51,168.3,0.062,0.84,False,4.160413194444445,0.45454545454545453,0.4734564236111111,0.01891096906565659,4.16041319444445,MODÉRÉ
11326,2024-01-17,6,KFC Bordeaux Quinconces,Boissons,0.8,0.8252033055555557,1.76,76,133.76,0.073,0.8,False,3.1504131944444445,0.4545454545454546,0.4688655145202021,0.014320059974747501,3.15041319444445,MODÉRÉ
11327,2024-01-17,6,KFC Bordeaux Quinconces,Desserts,2.2,2.284489090277778,4.84,49,237.16,0.056,0.8,False,3.8404131944444444,0.4545454545454546,0.4720018781565657,0.017456423611111105,3.8404131944444426,MODÉRÉ
11328,2024-01-17,6,KFC Bordeaux Quinconces,Petits Déjeuners,2.5,2.580760329861111,5.5,51,280.5,0.05,0.79,False,3.2304131944444445,0.45454545454545453,0.4692291508838384,0.014683696338383845,3.230413194444446,MODÉRÉ
11329,2024-01-17,7,KFC Nantes Erdre,Poulet Frit,4.2,4.430597354166667,9.24,32,295.68,0.05,0.88,False,5.490413194444445,0.45454545454545453,0.4795018781565657,0.024956423611111167,5.490413194444456,ÉLEVÉ
11330,2024-01-17,7,KFC Nantes Erdre,Sandwichs,2.8,2.9433715694444444,6.16,29,178.64,0.042,0.88,False,5.120413194444445,0.45454545454545453,0.4778200599747475,0.023274605429292994,5.120413194444459,ÉLEVÉ
11331,2024-01-17,7,KFC Nantes Erdre,Burger Poulet,3.1,3.2646228090277782,6.82,23,156.86,0.035,0.84,False,5.310413194444444,0.4545454545454545,0.47868369633838387,0.024138241792929394,5.310413194444467,ÉLEVÉ
11332,2024-01-17,7,KFC Nantes Erdre,Wraps & Salades,3.5,3.698814461805555,7.7,43,331.1,0.069,0.77,False,5.680413194444444,0.45454545454545453,0.48036551452020193,0.0258200599747474,5.680413194444428,ÉLEVÉ
11333,2024-01-17,7,KFC Nantes Erdre,Accompagnements,1.5,1.5855061979166667,3.3,31,102.3,0.05,0.78,False,5.700413194444445,0.4545454545454546,0.4804564236111111,0.02591096906565654,5.7004131944444385,ÉLEVÉ
11334,2024-01-17,7,KFC Nantes Erdre,Boissons,0.8,0.8345633055555557,1.76,56,98.56,0.07,0.8,False,4.320413194444444,0.4545454545454546,0.4741836963383839,0.019638241792929334,4.320413194444453,MODÉRÉ
11335,2024-01-17,7,KFC Nantes Erdre,Desserts,2.2,2.2974690902777777,4.84,40,193.6,0.051,0.93,False,4.430413194444444,0.4545454545454546,0.4746836963383838,0.020138241792929223,4.430413194444429,MODÉRÉ
11336,2024-01-17,7,KFC Nantes Erdre,Petits Déjeuners,2.5,2.625510329861111,5.5,79,434.5,0.113,0.76,False,5.020413194444444,0.45454545454545453,0.47736551452020204,0.02282005997474751,5.020413194444452,ÉLEVÉ
11337,2024-01-17,8,KFC Strasbourg Grande Île,Poulet Frit,4.2,4.312157354166668,9.24,25,231.0,0.021,0.84,False,2.6704131944444445,0.45454545454545453,0.4666836963383839,0.012138241792929383,2.6704131944444645,MODÉRÉ
11338,2024-01-17,8,KFC Strasbourg Grande Île,Sandwichs,2.8,2.8476115694444446,6.16,75,462.0,0.045,0.82,False,1.7004131944444443,0.45454545454545453,0.46227460542929294,0.007729150883838409,1.70041319444445,FAIBLE
11339,2024-01-17,8,KFC Strasbourg Grande Île,Burger Poulet,3.1,3.1806128090277777,6.82,59,402.38,0.049,0.88,False,2.600413194444444,0.4545454545454546,0.46636551452020203,0.011820059974747443,2.6004131944444375,MODÉRÉ
11340,2024-01-17,8,KFC Strasbourg Grande Île,Wraps & Salades,3.5,3.5696644618055555,7.7,27,207.9,0.018,0.8,False,1.9904131944444443,0.45454545454545453,0.4635927872474747,0.009047332702020183,1.9904131944444403,FAIBLE
11341,2024-01-17,8,KFC Strasbourg Grande Île,Accompagnements,1.5,1.5417061979166666,3.3,57,188.1,0.05,0.77,False,2.7804131944444443,0.4545454545454546,0.4671836963383838,0.012638241792929217,2.7804131944444275,MODÉRÉ
11342,2024-01-17,8,KFC Strasbourg Grande Île,Boissons,0.8,0.8184033055555556,1.76,62,109.12,0.046,0.94,False,2.3004131944444444,0.45454545454545453,0.4650018781565657,0.010456423611111154,2.300413194444454,MODÉRÉ
11343,2024-01-17,8,KFC Strasbourg Grande Île,Desserts,2.2,2.2528090902777778,4.84,29,140.36,0.022,0.75,False,2.4004131944444445,0.45454545454545453,0.46545642361111106,0.010910969065656528,2.4004131944444365,MODÉRÉ
11344,2024-01-17,8,KFC Strasbourg Grande Île,Petits Déjeuners,2.5,2.5467603298611112,5.5,50,275.0,0.032,0.76,False,1.8704131944444442,0.45454545454545453,0.46304733270202025,0.008501878156565723,1.870413194444459,FAIBLE
11345,2024-01-17,9,KFC Rennes Centre,Poulet Frit,4.2,4.439837354166667,9.24,68,628.32,0.109,0.94,False,5.7104131944444445,0.45454545454545453,0.4805018781565657,0.025956423611111168,5.710413194444457,ÉLEVÉ
11346,2024-01-17,9,KFC Rennes Centre,Sandwichs,2.8,2.9593315694444446,6.16,40,246.4,0.064,0.91,False,5.690413194444444,0.45454545454545453,0.48041096906565656,0.025865514520202026,5.690413194444446,ÉLEVÉ
11347,2024-01-17,9,KFC Rennes Centre,Burger Poulet,3.1,3.2726828090277778,6.82,79,538.78,0.124,0.88,False,5.570413194444444,0.4545454545454546,0.479865514520202,0.0253200599747474,5.570413194444428,ÉLEVÉ
11348,2024-01-17,9,KFC Rennes Centre,Wraps & Salades,3.5,3.690064461805555,7.7,57,438.9,0.087,0.75,False,5.430413194444444,0.4545454545454546,0.47922915088383833,0.024683696338383743,5.430413194444423,ÉLEVÉ
11349,2024-01-17,9,KFC Rennes Centre,Accompagnements,1.5,1.5963061979166666,3.3,68,224.4,0.121,0.9,True,6.4204131944444445,0.45454545454545453,0.4837291508838384,0.029183696338383858,6.420413194444449,ÉLEVÉ
11350,2024-01-17,9,KFC Rennes Centre,Boissons,0.8,0.8371233055555556,1.76,34,59.84,0.045,0.85,False,4.640413194444444,0.4545454545454546,0.4756382417929293,0.02109278724747471,4.640413194444435,MODÉRÉ
11351,2024-01-17,9,KFC Rennes Centre,Desserts,2.2,2.308029090277778,4.84,22,106.48,0.031,0.87,False,4.910413194444445,0.4545454545454546,0.47686551452020204,0.022320059974747453,4.910413194444439,MODÉRÉ
11352,2024-01-17,9,KFC Rennes Centre,Petits Déjeuners,2.5,2.639010329861111,5.5,29,159.5,0.045,0.83,False,5.560413194444444,0.45454545454545453,0.47982005997474747,0.02527460542929294,5.560413194444447,ÉLEVÉ
11353,2024-01-17,10,KFC Nice Promenade,Poulet Frit,4.2,4.354157354166667,9.24,48,443.52,0.052,0.9,False,3.6704131944444445,0.45454545454545464,0.4712291508838385,0.016683696338383847,3.6704131944444454,MODÉRÉ
11354,2024-01-17,10,KFC Nice Promenade,Sandwichs,2.8,2.899131569444444,6.16,29,178.64,0.031,0.78,False,3.5404131944444446,0.45454545454545453,0.4706382417929293,0.01609278724747476,3.5404131944444472,MODÉRÉ
11355,2024-01-17,10,KFC Nice Promenade,Burger Poulet,3.1,3.2202928090277783,6.82,67,456.94,0.077,0.87,False,3.8804131944444444,0.4545454545454546,0.4721836963383839,0.017638241792929332,3.880413194444453,MODÉRÉ
11356,2024-01-17,10,KFC Nice Promenade,Wraps & Salades,3.5,3.6550644618055554,7.7,65,500.5,0.083,0.82,False,4.430413194444444,0.45454545454545453,0.4746836963383838,0.02013824179292928,4.430413194444442,MODÉRÉ
11357,2024-01-17,10,KFC Nice Promenade,Accompagnements,1.5,1.5663061979166666,3.3,78,257.4,0.1,0.84,False,4.4204131944444445,0.4545454545454546,0.47463824179292935,0.020092787247474764,4.420413194444447,MODÉRÉ
11358,2024-01-17,10,KFC Nice Promenade,Boissons,0.8,0.8267233055555556,1.76,69,121.44,0.07,0.88,False,3.3404131944444444,0.4545454545454546,0.46972915088383843,0.015183696338383845,3.3404131944444457,MODÉRÉ
11359,2024-01-17,10,KFC Nice Promenade,Desserts,2.2,2.288009090277778,4.84,39,188.76,0.046,0.94,False,4.0004131944444445,0.45454545454545464,0.47272915088383843,0.018183696338383792,4.000413194444433,MODÉRÉ
11360,2024-01-17,10,KFC Nice Promenade,Petits Déjeuners,2.5,2.5875103298611113,5.5,51,280.5,0.054,0.84,False,3.5004131944444445,0.45454545454545453,0.4704564236111111,0.01591096906565659,3.5004131944444494,MODÉRÉ
11361,2024-01-18,1,KFC Paris Louvre,Poulet Frit,4.2,4.345757354166667,9.24,74,683.76,0.077,0.92,False,3.4704131944444443,0.4545454545454546,0.4703200599747475,0.01577460542929293,3.4704131944444447,MODÉRÉ
11362,2024-01-18,1,KFC Paris Louvre,Sandwichs,2.8,2.8674915694444443,6.16,30,184.8,0.023,0.78,False,2.4104131944444442,0.45454545454545453,0.4655018781565656,0.010956423611111044,2.4104131944444296,MODÉRÉ
11363,2024-01-18,1,KFC Paris Louvre,Burger Poulet,3.1,3.1930128090277776,6.82,60,409.2,0.056,0.88,False,3.0004131944444445,0.4545454545454546,0.4681836963383838,0.013638241792929218,3.0004131944444277,MODÉRÉ
11364,2024-01-18,1,KFC Paris Louvre,Wraps & Salades,3.5,3.6284644618055557,7.7,73,562.1,0.08,0.81,False,3.6704131944444445,0.45454545454545453,0.4712291508838384,0.016683696338383847,3.6704131944444462,MODÉRÉ
11365,2024-01-18,1,KFC Paris Louvre,Accompagnements,1.5,1.5474061979166667,3.3,26,85.8,0.025,0.87,False,3.1604131944444442,0.4545454545454546,0.46891096906565655,0.01436551452020196,3.160413194444431,MODÉRÉ
11366,2024-01-18,1,KFC Paris Louvre,Boissons,0.8,0.8182433055555557,1.76,31,54.56,0.023,0.76,False,2.2804131944444443,0.45454545454545453,0.46491096906565665,0.010365514520202124,2.2804131944444674,MODÉRÉ
11367,2024-01-18,1,KFC Paris Louvre,Desserts,2.2,2.265569090277778,4.84,36,174.24,0.033,0.92,False,2.9804131944444445,0.45454545454545453,0.4680927872474748,0.013547332702020243,2.9804131944444534,MODÉRÉ
11368,2024-01-18,1,KFC Paris Louvre,Petits Déjeuners,2.5,2.559260329861111,5.5,39,214.5,0.03,0.89,False,2.370413194444444,0.45454545454545453,0.46532005997474746,0.010774605429292927,2.3704131944444438,MODÉRÉ
11369,2024-01-18,2,KFC Lyon Part-Dieu,Poulet Frit,4.2,4.276457354166666,9.24,78,720.72,0.049,0.89,False,1.8204131944444444,0.4545454545454546,0.4628200599747474,0.008274605429292814,1.8204131944444188,FAIBLE
11370,2024-01-18,2,KFC Lyon Part-Dieu,Sandwichs,2.8,2.8599315694444445,6.16,73,449.68,0.052,0.89,False,2.1404131944444442,0.4545454545454545,0.4642746054292929,0.009729150883838411,2.140413194444451,MODÉRÉ
11371,2024-01-18,2,KFC Lyon Part-Dieu,Burger Poulet,3.1,3.1747228090277777,6.82,47,320.54,0.037,0.85,False,2.4104131944444442,0.4545454545454546,0.4655018781565656,0.010956423611110988,2.410413194444417,MODÉRÉ
11372,2024-01-18,2,KFC Lyon Part-Dieu,Wraps & Salades,3.5,3.573514461805556,7.7,32,246.4,0.022,0.87,False,2.100413194444444,0.45454545454545453,0.46409278724747477,0.00954733270202024,2.1004131944444526,MODÉRÉ
11373,2024-01-18,2,KFC Lyon Part-Dieu,Accompagnements,1.5,1.5424561979166667,3.3,21,69.3,0.019,0.93,False,2.830413194444444,0.4545454545454546,0.4674109690656566,0.012865514520202015,2.830413194444443,MODÉRÉ
11374,2024-01-18,2,KFC Lyon Part-Dieu,Boissons,0.8,0.8134433055555557,1.76,27,47.52,0.016,0.77,False,1.6804131944444443,0.45454545454545453,0.4621836963383839,0.007638241792929379,1.6804131944444634,FAIBLE
